Product Card Id,Product Name,Units_Sold,Orders,Revenue,Average_Units_per_Order,Demand_Band,Average_Monthly_Demand,Demand_Std,Peak_Monthly_Demand,Coefficient_of_Variation,Demand_Score,Variability_Score,Priority_Score,Replenishment_Priority
276,Under Armour Women's Ignite Slide,919,306,29398.80977828,3.003267973856209,Fast Mover,32.82142857142857,14.676899388541699,65,0.4471743012830986,0.8305084745762712,0.635593220338983,0.7525423728813558,High
906,Team Golf Tennessee Volunteers Putter Grip,915,300,22865.849746840002,3.05,Fast Mover,32.67857142857143,10.42807311993491,51,0.3191104342712322,0.8220338983050848,0.3135593220338983,0.6186440677966102,Medium
823,Titleist Pro V1x High Numbers Personalized Go,908,305,47206.92146286,2.9770491803278687,Fast Mover,32.42857142857143,12.7872290787812,51,0.39431983943378146,0.8135593220338984,0.5677966101694916,0.7152542372881356,High
564,Nike Men's Deutschland Weltmeister Winners Bl,907,297,27210.0,3.053872053872054,Fast Mover,32.392857142857146,12.467258707612498,72,0.38487678479950377,0.8008474576271186,0.5338983050847458,0.6940677966101695,High
172,Nike Women's Tempo Shorts,907,318,27210.0,2.852201257861635,Fast Mover,32.392857142857146,12.305792931889423,65,0.3798921743030913,0.8008474576271186,0.5084745762711864,0.6838983050847458,High
828,Bridgestone e6 Straight Distance NFL San Dieg,906,309,28982.93982142,2.9320388349514563,Fast Mover,32.357142857142854,9.027588520604741,58,0.27899832072509134,0.788135593220339,0.211864406779661,0.5576271186440678,Medium
905,Team Golf Texas Longhorns Putter Grip,895,298,22366.049832380002,3.0033557046979866,Fast Mover,31.964285714285715,8.908930778665171,50,0.27871515285209475,0.7796610169491526,0.2033898305084746,0.5491525423728814,Medium
797,Hirzl Women's Soffft Flex Golf Glove,889,295,15993.10980566,3.013559322033898,Fast Mover,31.75,12.234211291535141,53,0.3853294894971698,0.7711864406779662,0.5423728813559322,0.6796610169491526,High
775,Clicgear 8.0 Shoe Brush,888,284,8871.119937156,3.1267605633802815,Fast Mover,31.714285714285715,10.117301436637558,56,0.3190140092633464,0.7584745762711864,0.3050847457627119,0.5771186440677967,Medium
793,Hirzl Women's Hybrid Golf Glove,888,310,13311.11981353,2.8645161290322583,Fast Mover,31.714285714285715,12.589993507064907,64,0.39698177724979433,0.7584745762711864,0.576271186440678,0.6855932203389831,High
703,Top Flite Women's 2014 XL Hybrid,887,303,17731.12981181,2.927392739273927,Fast Mover,31.678571428571427,9.483137359539521,49,0.2993549561072228,0.7415254237288136,0.2627118644067797,0.55,Medium
893,Team Golf Pittsburgh Steelers Putter Grip,887,293,22166.12984186,3.0273037542662116,Fast Mover,31.678571428571427,10.385365670298764,58,0.3278356694119114,0.7415254237288136,0.3305084745762712,0.5771186440677966,Medium
924,Glove It Urban Brick Golf Towel,885,298,14151.14979326,2.969798657718121,Fast Mover,31.607142857142858,11.823828062556984,56,0.37408721553852603,0.7288135593220338,0.4915254237288136,0.6338983050847458,Medium
135,Nike Dri-FIT Crew Sock 6 Pack,883,307,19426.0,2.8762214983713354,Fast Mover,31.535714285714285,11.902325147438372,61,0.37742367398445575,0.7203389830508474,0.5,0.6322033898305084,Medium
572,TYR Boys' Team Digi Jammer,880,298,35191.2006334,2.953020134228188,Fast Mover,31.428571428571427,11.509830167130634,60,0.36622186895415654,0.711864406779661,0.4661016949152542,0.6135593220338983,Medium
886,Team Golf San Francisco Giants Putter Grip,871,292,21766.2898108,2.982876712328767,Fast Mover,31.107142857142858,10.733606917542561,57,0.3450528056156047,0.7033898305084746,0.3983050847457627,0.5813559322033899,Medium
771,Clicgear Rovic Cooler Bag,867,284,34671.33045858,3.0528169014084505,Fast Mover,30.964285714285715,11.143781334621675,56,0.3598914387190391,0.6949152542372882,0.4491525423728814,0.5966101694915255,Medium
792,Hirzl Men's Hybrid Golf Glove,864,282,12951.35980753,3.0638297872340425,Fast Mover,30.857142857142858,9.625253380846793,49,0.31192950771262756,0.6864406779661016,0.2966101694915254,0.5305084745762711,Medium
818,Titleist Pro V1x Golf Balls,863,291,41415.37052844,2.9656357388316152,Fast Mover,30.821428571428573,9.451841174464453,45,0.30666460357474473,0.6779661016949152,0.2796610169491525,0.5186440677966101,Medium
567,adidas Men's Germany Black Crest Away Tee,859,289,21475.0,2.972318339100346,Fast Mover,30.678571428571427,10.360371691561147,56,0.3377071098529827,0.6694915254237288,0.3559322033898305,0.5440677966101695,Medium
821,Titleist Pro V1 High Numbers Personalized Gol,851,291,44243.491382600005,2.924398625429553,Medium Mover,30.392857142857142,10.268034850084005,59,0.3378436848441271,0.6610169491525424,0.3644067796610169,0.5423728813559322,Medium
282,Under Armour Women's Ignite PIP VI Slide,848,285,27127.519792220002,2.975438596491228,Medium Mover,30.285714285714285,10.41315813929004,51,0.34383069327844473,0.652542372881356,0.3898305084745763,0.5474576271186441,Medium
249,Under Armour Women's Micro G Skulpt Running S,847,286,46559.591034339996,2.9615384615384617,Medium Mover,30.25,10.444296689262199,61,0.34526600625660164,0.6440677966101694,0.4067796610169492,0.5491525423728814,Medium
235,Under Armour Hustle Storm Medium Duffle Bag,846,297,29601.54064158,2.8484848484848486,Medium Mover,30.214285714285715,11.519250049075318,66,0.38125177467388754,0.635593220338983,0.5169491525423728,0.5881355932203389,Medium
778,Bag Boy Beverage Holder,845,278,21116.549776390002,3.039568345323741,Medium Mover,30.178571428571427,9.337513236357603,51,0.30940872262486735,0.6271186440677966,0.288135593220339,0.4915254237288136,Medium
1362,Fighting video games,838,838,33310.5,1.0,Medium Mover,419.0,270.1147904132612,610,0.6446653709147044,0.6186440677966102,0.8728813559322034,0.7203389830508475,High
93,Under Armour Men's Tech II T-Shirt,835,279,20866.649801890002,2.992831541218638,Medium Mover,29.821428571428573,10.150911549757751,48,0.3403898483751102,0.6101694915254238,0.3813559322033898,0.5186440677966102,Medium
897,Team Golf New England Patriots Putter Grip,823,281,20566.76981798,2.9288256227758005,Medium Mover,29.392857142857142,12.968164111518654,59,0.4412012091403673,0.6016949152542372,0.6101694915254238,0.6050847457627119,Medium
278,Under Armour Men's Compression EV SL Slide,813,279,36576.87057466,2.913978494623656,Medium Mover,29.035714285714285,9.811112908734488,55,0.33789810755789135,0.5932203389830508,0.3728813559322034,0.5050847457627119,Medium
825,Bridgestone e6 Straight Distance NFL Tennesse,805,256,25751.94975595,3.14453125,Medium Mover,28.75,10.970077146155015,53,0.38156790073582664,0.5847457627118644,0.5254237288135594,0.5610169491525423,Medium
810,Glove It Women's Mod Oval Golf Glove,802,275,16031.97982176,2.9163636363636365,Medium Mover,28.642857142857142,10.474711295285266,54,0.3657006437256701,0.576271186440678,0.4576271186440678,0.5288135593220339,Medium
134,Nike Women's Legend V-Neck T-Shirt,801,278,20025.0,2.881294964028777,Medium Mover,28.607142857142858,10.242754569158686,46,0.3580488488594797,0.5677966101694916,0.4406779661016949,0.5169491525423728,Medium
822,Titleist Pro V1x High Numbers Golf Balls,800,264,38392.00052236,3.0303030303030303,Medium Mover,28.571428571428573,8.543694107042281,42,0.29902929374647985,0.559322033898305,0.2542372881355932,0.43728813559322033,Medium
273,Under Armour Kids' Mercenary Slide,795,251,22252.04978358,3.1673306772908365,Medium Mover,28.392857142857142,9.863285027534769,51,0.3473861393345579,0.5508474576271186,0.4152542372881356,0.49661016949152537,Medium
37,adidas Kids' F5 Messi FG Soccer Cleat,781,262,27327.19054016,2.980916030534351,Medium Mover,27.892857142857142,11.911212538066145,59,0.4270345084069809,0.5423728813559322,0.5932203389830508,0.5627118644067797,Medium
1350,Children's heaters,652,652,232829.20397719997,1.0,Medium Mover,326.0,277.18585822512665,522,0.8502633687887321,0.5338983050847458,0.9661016949152542,0.7067796610169492,High
1363,Summer dresses,650,650,140283.00474499998,1.0,Medium Mover,325.0,74.95331880577403,378,0.23062559632545857,0.5254237288135594,0.1864406779661017,0.3898305084745763,Medium
1349,Web Camera,592,592,267607.685032,1.0,Medium Mover,296.0,394.5655839020935,575,1.3329918375070726,0.5169491525423728,1.0,0.7101694915254237,High
1361,Toys,529,529,6104.65997884,1.0,Medium Mover,264.5,16.263455967290593,276,0.061487546190134565,0.5084745762711864,0.09322033898305085,0.3423728813559322,Medium
1359,Adult dog supplies,492,492,41524.80075276,1.0,Medium Mover,164.0,71.12664760833313,246,0.43369907078251907,0.5,0.6016949152542372,0.5406779661016949,Medium
1353,Porcelain crafts,484,484,223356.325324,1.0,Medium Mover,242.0,15.556349186104045,253,0.0642824346533225,0.4872881355932203,0.1016949152542373,0.33305084745762714,Medium
1355,Lawn mower,484,484,257768.72827639998,1.0,Medium Mover,242.0,206.47518010647187,388,0.8532032235804623,0.4872881355932203,0.9745762711864406,0.6822033898305084,High
1354,DVDs,483,483,79395.5423667,1.0,Medium Mover,161.0,185.5478374975036,367,1.1524710403571652,0.4745762711864407,0.9915254237288136,0.6813559322033899,High
1351,Dell Laptop,442,442,663000.0,1.0,Medium Mover,221.0,182.43354954612926,350,0.8254911744168745,0.4661016949152542,0.9491525423728814,0.659322033898305,Medium
1358,Rock music,434,434,113122.09735260002,1.0,Medium Mover,217.0,103.23759005323593,290,0.47574926291813796,0.4576271186440678,0.6694915254237288,0.5423728813559322,Medium
1352,Industrial consumer electronics,431,431,108991.2821119,1.0,Medium Mover,143.66666666666666,93.52183345793289,236,0.6509640379902522,0.4491525423728814,0.8813559322033898,0.6220338983050848,Medium
1346,Sports Books,405,405,12587.3999676,1.0,Medium Mover,202.5,149.19953083036154,308,0.7367878065696866,0.4406779661016949,0.940677966101695,0.640677966101695,Medium
1356,First aid kit,362,362,106080.483077,1.0,Medium Mover,181.0,82.02438661763951,239,0.4531734067272901,0.4322033898305085,0.6440677966101694,0.5169491525423728,Medium
1360,Smart watch,357,357,117006.75,1.0,Medium Mover,178.5,47.37615433949868,212,0.2654126293529338,0.423728813559322,0.19491525423728814,0.33220338983050846,Medium
1348,CDs of rock,271,271,3059.5899891599997,1.0,Medium Mover,135.5,3.5355339059327378,138,0.026092501150795113,0.4152542372881356,0.0847457627118644,0.2830508474576271,Low
24,Elevation Training Mask 2.0,231,74,18477.6899717,3.1216216216216215,Medium Mover,38.5,23.939507096011816,71,0.62180537911719,0.4067796610169492,0.847457627118644,0.5830508474576271,Medium
724,LIJA Women's Mid-Length Panel Golf Shorts,227,73,22700.0,3.1095890410958904,Medium Mover,37.833333333333336,21.065770023112535,64,0.5568044940029745,0.3983050847457627,0.7711864406779662,0.5474576271186441,Medium
251,Brooks Women's Ghost 6 Running Shoe,212,66,19077.88003532,3.212121212121212,Medium Mover,35.333333333333336,16.621271511730583,56,0.47041334467162027,0.3898305084745763,0.6610169491525424,0.49830508474576274,Medium
777,Bag Boy M330 Push Cart,208,69,16637.919929480002,3.0144927536231885,Medium Mover,34.666666666666664,23.235031023578742,70,0.6702412795263099,0.3771186440677966,0.8983050847457628,0.5855932203389831,Medium
1357,Men's gala suit,208,208,43856.8012688,1.0,Medium Mover,104.0,103.23759005323593,177,0.9926691351272686,0.3771186440677966,0.9830508474576272,0.6194915254237288,Medium
1347,Baby sweater,207,207,12229.56037881,1.0,Medium Mover,103.5,30.405591591021544,125,0.2937738317973096,0.3601694915254237,0.2457627118644068,0.31440677966101693,Low
646,Merrell Women's Grassbow Sport Hiking Shoe,207,70,20697.92999222,2.9571428571428573,Medium Mover,34.5,17.558473737771173,55,0.5089412677614833,0.3601694915254237,0.711864406779661,0.5008474576271187,Medium
359,Nike Men's Free TR 5.0 TB Training Shoe,206,68,20597.93996418,3.0294117647058822,Medium Mover,34.333333333333336,21.12502465481796,62,0.6152919802374163,0.3432203389830508,0.8389830508474576,0.5415254237288136,Medium
258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,206,70,19567.940017240002,2.942857142857143,Medium Mover,34.333333333333336,16.070677231114644,57,0.46807797760528086,0.3432203389830508,0.652542372881356,0.4669491525423729,Medium
306,Polar FT4 Heart Rate Monitor,196,60,17638.04005408,3.2666666666666666,Slow Mover,32.666666666666664,22.096756926451143,61,0.6764313344831983,0.3305084745762712,0.9067796610169492,0.5610169491525424,Medium
730,LIJA Women's Argyle Golf Polo,195,65,15600.0,3.0,Slow Mover,32.5,19.31579664419772,53,0.594332204436853,0.3220338983050847,0.8135593220338984,0.5186440677966102,Medium
677,TaylorMade White Smoke IN-12 Putter,193,63,19298.06989294,3.0634920634920637,Slow Mover,32.166666666666664,18.723425612495877,57,0.5820754076423589,0.3135593220338983,0.8050847457627118,0.5101694915254238,Medium
295,Fitbit The One Wireless Activity & Sleep Trac,187,62,18690.64982615,3.0161290322580645,Slow Mover,31.166666666666668,14.958832396502967,51,0.47996253678619144,0.3050847457627119,0.6864406779661016,0.4576271186440678,Medium
78,Nike Kids' Grade School KD VI Basketball Shoe,186,62,18598.1399916,3.0,Slow Mover,31.0,14.872793954062566,47,0.47976754690524404,0.2966101694915254,0.6779661016949152,0.4491525423728814,Medium
981,The North Face Women's Recon Backpack,181,57,17919.0,3.175438596491228,Slow Mover,30.166666666666668,15.07868252423489,53,0.4998458295326483,0.288135593220339,0.7033898305084746,0.4542372881355932,Medium
691,MDGolf Pittsburgh Penguins Putter,145,53,11598.549881160001,2.7358490566037736,Slow Mover,29.0,18.12456896039186,60,0.6249851365652365,0.2796610169491525,0.864406779661017,0.5135593220338983,Medium
666,Merrell Men's All Out Flash Trail Running Sho,85,85,9349.149821500001,1.0,Slow Mover,14.166666666666666,7.782458908768274,24,0.549350040618937,0.2711864406779661,0.7627118644067796,0.46779661016949153,Medium
607,Garmin Approach S3 Golf GPS Watch,77,75,19249.2304235,1.0266666666666666,Slow Mover,12.833333333333334,7.985403350280227,25,0.6222392220997579,0.2627118644067797,0.8559322033898306,0.5,Medium
725,LIJA Women's Button Golf Dress,76,76,8208.0,1.0,Slow Mover,12.666666666666666,6.801960501698512,20,0.5369968817130405,0.2542372881355932,0.7542372881355932,0.4542372881355932,Medium
647,Merrell Women's Siren Mid Waterproof Hiking B,70,69,9449.300385,1.0144927536231885,Slow Mover,11.666666666666666,8.334666560017064,25,0.7143999908586055,0.24152542372881355,0.9322033898305084,0.5177966101694915,Medium
705,Cleveland Golf Women's 588 RTX CB Satin Chrom,70,70,8399.299853,1.0,Slow Mover,11.666666666666666,5.680375574437545,18,0.4868893349517896,0.24152542372881355,0.6949152542372882,0.4228813559322034,Medium
715,TaylorMade Women's RBZ SL Rescue,68,68,8839.320373999999,1.0,Slow Mover,11.333333333333334,7.99166232186187,25,0.7051466754584003,0.2288135593220339,0.923728813559322,0.5067796610169492,Medium
305,Mio ALPHA Heart Rate Monitor/Sport Watch,67,67,13333.0,1.0,Slow Mover,11.166666666666666,5.776388721914987,18,0.5172885422610437,0.22033898305084745,0.7203389830508474,0.4203389830508475,Medium
786,TaylorMade 2014 Purelite Stand Bag,65,65,11699.3503575,1.0,Slow Mover,10.833333333333334,5.776388721914987,16,0.5332051127921527,0.2033898305084746,0.7372881355932204,0.4169491525423729,Medium
35,adidas Brazuca 2014 Official Match Ball,65,65,10399.3503575,1.0,Slow Mover,10.833333333333334,4.622409184253019,15,0.42668392470027866,0.2033898305084746,0.5847457627118644,0.3559322033898305,Medium
671,Cleveland Golf Collegiate My Custom Wedge 588,65,65,13649.3503575,1.0,Slow Mover,10.833333333333334,6.112828041640519,18,0.5642610499975863,0.2033898305084746,0.7796610169491526,0.4338983050847458,Medium
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,64,64,12096.0,1.0,Slow Mover,10.666666666666666,7.033254343948231,22,0.6593675947451467,0.18220338983050846,0.8898305084745762,0.4652542372881356,Medium
19,Nike Men's Fingertrap Max Training Shoe,64,63,7999.3598656,1.0158730158730158,Slow Mover,10.666666666666666,6.15358973824764,17,0.5768990379607163,0.18220338983050846,0.7966101694915254,0.4279661016949153,Medium
625,Nike Men's Kobe IX Elite Low Basketball Shoe,63,62,12599.3703465,1.0161290322580645,Slow Mover,10.5,7.259476565152615,18,0.6913787204907252,0.1694915254237288,0.9152542372881356,0.46779661016949153,Medium
743,Ogio Race Golf Shoes,61,61,10369.3903355,1.0,Slow Mover,12.2,5.403702434442518,18,0.4429264290526655,0.16101694915254236,0.6186440677966102,0.3440677966101695,Medium
982,insta-bed Neverflat Air Mattress,60,59,8999.40033,1.0169491525423728,Slow Mover,10.0,6.131883886702357,17,0.6131883886702357,0.15254237288135594,0.8305084745762712,0.42372881355932207,Medium
858,GolfBuddy VT3 GPS Watch,59,59,11799.4103245,1.0,Slow Mover,9.833333333333334,5.192943930629972,16,0.5280959929454209,0.1440677966101695,0.7288135593220338,0.3779661016949153,Medium
652,Merrell Women's Grassbow Sport Waterproof Hik,58,58,7539.420319,1.0,Slow Mover,9.666666666666666,5.819507424745384,15,0.6020180094564191,0.13559322033898305,0.8220338983050848,0.41016949152542376,Medium
311,Polar Loop Activity Tracker,54,53,5937.2998326,1.0188679245283019,Slow Mover,9.0,4.0,13,0.4444444444444444,0.1228813559322034,0.6271186440677966,0.32457627118644067,Low
773,Titleist Small Wheeled Travel Cover,54,54,13499.460297,1.0,Slow Mover,9.0,4.8166378315169185,16,0.5351819812796577,0.1228813559322034,0.7457627118644068,0.37203389830508476,Medium
1059,Pelican Maverick 100X Kayak,40,40,13999.599608,1.0,Slow Mover,40.0,,40,,0.11016949152542373,0.0423728813559322,0.08305084745762711,Low
364,Total Gym 1400,36,35,10799.639647200001,1.0285714285714285,Slow Mover,36.0,,36,,0.09745762711864407,0.0423728813559322,0.07542372881355933,Low
845,Garmin Approach S4 Golf GPS Watch,36,34,10799.639647200001,1.0588235294117647,Slow Mover,36.0,,36,,0.09745762711864407,0.0423728813559322,0.07542372881355933,Low
303,Garmin Forerunner 910XT GPS Watch,35,35,13999.649657,1.0,Slow Mover,35.0,,35,,0.0847457627118644,0.0423728813559322,0.06779661016949153,Low
768,Titleist Club Glove Travel Cover,34,34,10199.6596668,1.0,Slow Mover,34.0,,34,,0.07627118644067797,0.0423728813559322,0.06271186440677966,Low
203,GoPro HERO3+ Black Edition Camera,32,32,12799.6796864,1.0,Slow Mover,32.0,,32,,0.06779661016949153,0.0423728813559322,0.05762711864406779,Low
58,Diamondback Boys' Insight 24 Performance Hybr,29,28,8699.709715800002,1.0357142857142858,Slow Mover,29.0,,29,,0.059322033898305086,0.0423728813559322,0.05254237288135594,Low
61,Diamondback Girls' Clarity 24 Hybrid Bike 201,28,27,8399.7197256,1.037037037037037,Slow Mover,28.0,,28,,0.05084745762711865,0.0423728813559322,0.04745762711864407,Low
127,Stiga Master Series ST3100 Competition Indoor,27,25,8909.7297354,1.08,Slow Mover,27.0,,27,,0.0423728813559322,0.0423728813559322,0.0423728813559322,Low
208,SOLE E35 Elliptical,15,15,29999.84985,1.0,Slow Mover,7.5,2.1213203435596424,9,0.282842712474619,0.03389830508474576,0.2288135593220339,0.11186440677966102,Low
860,Bushnell Pro X7 Jolt Slope Rangefinder,11,8,6599.8898922,1.375,Slow Mover,5.5,2.1213203435596424,7,0.385694607919935,0.025423728813559324,0.5508474576271186,0.23559322033898306,Low
60,SOLE E25 Elliptical,10,10,9999.899902,1.0,Slow Mover,5.0,4.242640687119285,8,0.8485281374238569,0.012711864406779662,0.9576271186440678,0.3906779661016949,Medium
226,Bowflex SelectTech 1090 Dumbbells,10,10,5999.899901999999,1.0,Slow Mover,5.0,2.8284271247461903,7,0.565685424949238,0.012711864406779662,0.788135593220339,0.3228813559322034,Low
